group	se	rank	jsd	fdr	cn_mean	gene	dist_kb	chrom	start	end
HGC27	USE_39581	5	0.4814	0.0	1.063	CSMD3	597	chr8	113419187	113435299
HGC27	USE_79	6	0.4934	0.0	0.986	ACTRT2	129	chr1	2891210	2893260
HGC27	USE_6755	7	0.5061	0.0	0.962	DCDC1	99	chr11	31198608	31201127
HGC27	USE_36090	8	0.5164	0.0	1.67	BBS9	157	chr7	33646164	33655359
HGC27	USE_22698	9	0.5201	0.0	1.036	EVX2	55	chr2	176023721	176026083
HGC27	USE_21219	10	0.5241	0.0	1.372	CCDC85A	302	chr2	56587032	56589085
HGC27	USE_39076	11	0.5248	0.0	0.899	HNF4G	147	chr8	75339085	75341085
HGC27	USE_38992	12	0.5312	0.0	1.028	C8orf34	62	chr8	68634065	68641698
HGC27	USE_41056	13	0.5315	0.0	1.36	TRPM3	267	chr9	71254228	71256827
HGC27	USE_31488	14	0.532	0.0	0.709	RAB3C	428	chr5	59148787	59150364
HGC27	USE_23576	15	0.5321	0.0	1.034	HDAC4	146	chr2	239077066	239079169
HNT34	USE_16867	1	0.5645	0.0	0.938	TMEM106A	16	chr17	43231703	43232576
HNT34	USE_36456	2	0.5696	0.0	0.746	NUPR2	257	chr7	56370471	56374701
HNT34	USE_79	3	0.5797	0.0	0.974	ACTRT2	129	chr1	2891210	2893260
HNT34	USE_24938	4	0.5856	0.0	1.03	GATA5	89	chr20	62548916	62570397
HNT34	USE_17831	5	0.5896	0.0	1.027	RPTOR	11	chr17	80744117	80744921
HNT34	USE_16008	6	0.5915	0.0	1.004	CBFA2T3	16	chr16	88940729	88943385
HNT34	USE_25937	7	0.5932	0.0	1.012	MN1	156	chr22	27614119	27622251
HNT34	USE_40368	8	0.5947	0.0	1.484	PTP4A3	1	chr8	141412416	141414755
HNT34	USE_90	9	0.5952	0.0	0.999	TPRG1L	29	chr1	3598002	3598800
HNT34	USE_42197	10	0.5961	0.0	1.064	EGFL7	45	chr9	136618910	136621195
HNT34	USE_42196	11	0.5961	0.0	1.064	EGFL7	47	chr9	136617561	136619437
HNT34	USE_7003	12	0.6001	0.0	0.974	C1QTNF4	0	chr11	47590821	47593058
HNT34	USE_42195	13	0.6001	0.0	1.064	EGFL7	44	chr9	136613789	136628183
HNT34	USE_18920	14	0.6012	0.0	1.134	LINGO3	0	chr19	2289391	2290655
HNT34	USE_13300	15	0.6028	0.0	1.094	TMEM121	370	chr14	105879155	105917897
HOP62	USE_12248	1	0.5308	0.0	0.944	CLEC14A	35	chr14	38289907	38291809
HOP62	USE_29808	2	0.5517	0.0	0.912	GC	207	chr4	71560149	71571139
HOP62	USE_22384	3	0.5591	0.0	1.075	LYPD6B	31	chr2	149093750	149095640
HOP62	USE_35065	4	0.5701	0.0	0.851	ADGB	107	chr6	146814021	146815510
HOP62	USE_23010	5	0.5703	0.0	1.088	CTLA4	59	chr2	203803631	203804930
HOP62	USE_21214	6	0.5737	0.0	1.175	EFEMP1	97	chr2	55991805	55993410
HOP62	USE_25162	7	0.5802	0.0	1.022	NCAM2	443	chr21	21713507	21715310
HOP62	USE_42621	8	0.5803	0.0	0.71	FGF16	17	chrX	77426287	77443679
HOP62	USE_36797	9	0.583	0.0	0.964	CACNA2D1	340	chr7	82528153	82542569
HOP62	USE_35064	10	0.5851	0.0	0.851	ADGB	106	chr6	146806442	146820410
HOP62	USE_1827	11	0.5869	0.0	0.645	GPR88	92	chr1	100621719	100644417
HOP62	USE_29611	12	0.5874	0.0	0.988	LIMCH1	22	chr4	41505620	41508174
HOP62	USE_20940	13	0.5885	0.0	1.168	THUMPD2	32	chr2	39724308	39726100
HOP62	USE_2838	14	0.5893	0.0	1.106	CCDC190	27	chr1	162873145	162874986
HOP62	USE_34279	15	0.5904	0.0	1.19	EYS	27	chr6	64679871	64691941
HS578T	USE_3072	1	0.6	0.0	1.066	SEC16B	105	chr1	177847686	177849177
HS578T	USE_23972	2	0.6038	0.0	1.256	SLC24A3	33	chr20	19433711	19434877
HS578T	USE_39796	3	0.6049	0.0	1.989	ZHX2	440	chr8	122433552	122441590
HS578T	USE_34161	4	0.6097	0.0	1.509	TFAP2B	66	chr6	50898758	50900710
HS578T	USE_10332	5	0.6111	0.0	0.837	CMKLR1	6	chr12	108305781	108307739
HS578T	USE_31172	6	0.6113	0.0	1.437	C1QTNF3-AMACR	322	chr5	34377050	34378903
HS578T	USE_32744	7	0.612	0.0	0.997	CCNG1	192	chr5	163248404	163249878
HS578T	USE_40976	8	0.6148	0.0	1.0	SPATA31A6	277	chr9	42463313	42465314
HS578T	USE_23976	9	0.615	0.0	1.256	SLC24A3	29	chr20	19496623	19497900
HS578T	USE_39372	10	0.6159	0.0	1.923	KCNS2	30	chr8	98398014	98400167
HS578T	USE_2838	11	0.6165	0.0	1.069	CCDC190	27	chr1	162873145	162874986
HS578T	USE_18211	12	0.6183	0.0	1.044	ANKRD30B	18	chr18	14767947	14777629
HS578T	USE_5505	13	0.6194	0.0	0.892	RPS24	291	chr10	78336068	78337141
HS578T	USE_33491	14	0.6211	0.0	1.478	ID4	683	chr6	19152940	19159821
HS578T	USE_20061	15	0.6212	0.0	1.036	LAIR2	15	chr19	54518265	54521929
HS746T	USE_3147	1	0.3782	0.0	0.84	CACNA1E	187	chr1	181744387	181755936
HS746T	USE_11776	2	0.4355	0.0	0.692	MYO16	86	chr13	108984298	108993013
HS746T	USE_12295	3	0.4982	0.0	1.365	RPS29	292	chr14	49286469	49298107
HS746T	USE_11344	4	0.5129	0.0	0.633	PRR20E	147	chr13	57310731	57321637
HS746T	USE_10723	5	0.5155	0.0	1.18	TMEM132C	493	chr12	127987501	127999814
HS746T	USE_11769	6	0.523	0.0	0.64	TNFSF13B	152	chr13	108427077	108438275
HS746T	USE_4370	7	0.5318	0.0	0.805	OR2L13	22	chr1	248115390	248125970
HS746T	USE_23896	8	0.539	0.0	0.486	BTBD3	481	chr20	12384104	12395451
HS746T	USE_9838	9	0.5413	0.0	0.597	ATXN7L3B	239	chr12	74770567	74791759
HS746T	USE_6709	10	0.5437	0.0	0.903	ANO3	195	chr11	26228645	26232312
HS746T	USE_22140	11	0.5482	0.0	0.95	CNTNAP5	964	chr2	123503372	123513939
HS746T	USE_38385	12	0.5529	0.0	0.443	DOCK5	27	chr8	25271264	25276695
HS746T	USE_9921	13	0.5536	0.0	0.577	PPP1R12A	184	chr12	80033094	80045619
HS746T	USE_4786	14	0.5542	0.0	0.761	ENKUR	114	chr10	25131168	25142535
HS746T	USE_24045	15	0.5579	0.0	0.484	SSTR4	114	chr20	22920508	22925153
HT	USE_12244	1	0.518	0.0	1.072	TTC6	184	chr14	38000798	38005775
HT	USE_42360	2	0.5268	0.0	0.545	MOSPD2	48	chrX	14945572	14948029
HT	USE_40187	3	0.531	0.0	1.098	TG	42	chr8	132956646	132959385
HT	USE_28868	4	0.5322	0.0	1.067	BCL6	167	chr3	187898962	187903941
HT	USE_39673	5	0.5351	0.0	1.081	SAMD12	122	chr8	118282318	118283768
HT	USE_28896	6	0.5424	0.0	1.051	LPP	232	chr3	188752132	188756795
HT	USE_28874	7	0.5433	0.0	1.051	BCL6	243	chr3	187975663	187979379
HT	USE_28877	8	0.5446	0.0	1.051	BCL6	353	chr3	188084881	188088698
HT	USE_7450	9	0.5462	0.0	0.981	KRTAP5-11	78	chr11	71653371	71688021
HT	USE_4979	10	0.5495	0.0	1.011	GJD4	85	chr10	35515041	35528783
HT	USE_42146	11	0.5532	0.0	1.066	FCN1	22	chr9	134929012	134937506
HT	USE_35381	12	0.5536	0.0	0.942	TBXT	39	chr6	166201718	166203970
HT	USE_39672	13	0.5546	0.0	1.081	SAMD12	128	chr8	118269564	118285293
HT	USE_20230	14	0.5554	0.0	0.521	CMPK2	508	chr2	6336860	6354089
HT	USE_12246	15	0.5554	0.0	0.968	SSTR1	78	chr14	38124832	38139616
HT1080	USE_8430	1	0.5934	0.0	1.028	NTM	57	chr11	131910402	131912283
HT1080	USE_16780	2	0.5976	0.0	1.027	IGFBP4	3	chr17	40453569	40454859
HT1080	USE_37557	3	0.6105	0.0	1.007	PLXNA4	90	chr7	132291832	132299251
HT1080	USE_12754	4	0.6119	0.0	1.002	DPF3	192	chr14	72558331	72559915
HT1080	USE_19965	5	0.6171	0.0	0.908	SHANK1	13	chr19	50702261	50703945
HT1080	USE_40302	6	0.6257	0.0	0.994	COL22A1	10	chr8	138739491	138741136
HT1080	USE_10766	7	0.6257	0.0	1.037	SFSWAP	128	chr12	131626511	131627829
HT1080	USE_40163	8	0.6257	0.0	0.927	ADCY8	41	chr8	130948804	130956170
HT1080	USE_34804	9	0.6277	0.0	0.984	TMEM200A	38	chr6	130365198	130366898
HT1080	USE_24179	10	0.628	0.0	1.004	NOL4L	43	chr20	32469785	32470998
HT1080	USE_6784	11	0.6282	0.0	1.03	HIPK3	67	chr11	33370914	33376983
HT1080	USE_40303	12	0.6282	0.0	0.994	COL22A1	39	chr8	138787061	138794212
HT1080	USE_7833	13	0.6285	0.0	0.956	ARHGAP42	90	chr11	100749159	100750261
HT1080	USE_4417	14	0.6303	0.0	0.963	ADARB2	274	chr10	1726645	1737377
HT1080	USE_33965	15	0.6307	0.0	0.953	UNC5CL	248	chr6	40778519	40791080
HT115	USE_29833	1	0.5817	0.0	1.07	PF4	37	chr4	73936663	73950479
HT115	USE_39987	2	0.5908	0.0	1.12	POU5F1B	123	chr8	127246339	127248277
HT115	USE_37355	3	0.592	0.0	1.463	CTTNBP2	127	chr7	117645309	117684560
HT115	USE_37352	4	0.594	0.0	1.463	CFTR	68	chr7	117565000	117574126
HT115	USE_37354	5	0.5976	0.0	1.463	CFTR	101	chr7	117588686	117618296
HT115	USE_17847	6	0.5994	0.0	0.954	AATK	6	chr17	81130740	81133288
HT115	USE_37079	7	0.6049	0.0	1.324	MUC3A	16	chr7	100966249	100984786
HT115	USE_31023	8	0.6073	0.0	1.879	ANKH	106	chr5	14893079	14896175
HT115	USE_32741	9	0.6103	0.0	0.999	ATP10B	15	chr5	160684399	160699112
HT115	USE_39273	10	0.6121	0.0	1.039	CDH17	36	chr8	94207218	94209602
HT115	USE_19950	11	0.6123	0.0	0.987	IZUMO2	32	chr19	50189340	50191450
HT115	USE_37353	12	0.6135	0.0	1.463	CFTR	76	chr7	117572355	117582998
HT115	USE_534	13	0.6139	0.0	0.966	C1QB	45	chr1	22701899	22703385
HT115	USE_40022	14	0.614	0.0	1.021	MYC	86	chr8	127651771	127652680
HT115	USE_14055	15	0.6153	0.0	1.068	C15orf61	46	chr15	67571068	67572400
HT1376	USE_19995	1	0.5988	0.0	0.669	FPR1	11	chr19	51784639	51787293
HT1376	USE_20744	2	0.6045	0.0	1.28	PLB1	5	chr2	28544324	28546413
HT1376	USE_2545	3	0.608	0.0	1.07	IVL	3	chr1	152905639	152908207
HT1376	USE_19124	4	0.611	0.0	0.762	SLC44A2	6	chr19	10616323	10618624
HT1376	USE_20743	5	0.6117	0.0	1.28	PLB1	8	chr2	28538821	28545708
HT1376	USE_23684	6	0.6141	0.0	0.006	SIRPB1	19	chr20	1565896	1576694
HT1376	USE_19091	7	0.6185	0.0	0.845	OR1M1	85	chr19	9001392	9010353
HT1376	USE_26012	8	0.6186	0.0	1.008	OSBP2	31	chr22	30822168	30842470
HT1376	USE_25455	9	0.6187	0.0	0.823	BACE2	11	chr21	41235521	41238135
HT1376	USE_20007	10	0.6188	0.0	0.663	ZNF578	7	chr19	52485045	52501123
HT1376	USE_486	11	0.6209	0.0	1.128	UBXN10	20	chr1	20210639	20212916
HT1376	USE_35132	12	0.6213	0.0	1.048	PPP1R14C	65	chr6	150251228	150272583
HT1376	USE_19949	13	0.6222	0.0	0.618	IZUMO2	15	chr19	50172544	50173782
HT1376	USE_31557	14	0.6243	0.0	1.243	SREK1	357	chr5	66518280	66519798
HT1376	USE_31071	15	0.6261	0.0	0.554	TAF11L8	1	chr5	17585013	17599300
HT29	USE_17847	1	0.6051	0.0	1.039	AATK	6	chr17	81130740	81133288
HT29	USE_8280	2	0.6056	0.0	1.248	SCN3B	54	chr11	123586862	123588070
HT29	USE_36988	3	0.6144	0.0	1.174	TAC1	36	chr7	97771343	97773768
HT29	USE_9786	4	0.6187	0.0	1.041	RAB3IP	40	chr12	69820707	69822453
HT29	USE_11012	5	0.6218	0.0	1.875	RXFP2	182	chr13	31587872	31589191
HT29	USE_9787	6	0.6224	0.0	1.043	RAB3IP	48	chr12	69821441	69838305
HT29	USE_39168	7	0.6232	0.0	0.942	RALYL	67	chr8	84480405	84488739
HT29	USE_8279	8	0.6232	0.0	1.248	SCN3B	56	chr11	123580943	123590293
HT29	USE_19609	9	0.6248	0.0	1.173	LGALS4	5	chr19	38812215	38813709
HT29	USE_40218	10	0.6256	0.0	2.958	ST3GAL1	94	chr8	133606946	133609584
HT29	USE_15670	11	0.6277	0.0	0.964	CALB2	35	chr16	71337710	71339464
HT29	USE_17457	12	0.6279	0.0	1.626	PITPNC1	45	chr17	67582099	67583320
HT29	USE_19950	13	0.6283	0.0	1.353	IZUMO2	32	chr19	50189340	50191450
HT29	USE_38674	14	0.6302	0.0	0.315	SLC20A2	2	chr8	42476222	42477665
HT29	USE_35527	15	0.6314	0.0	1.231	ADAP1	0	chr7	926068	927178
HUCCT1	USE_15507	1	0.6125	0.0	0.758	CNGB1	29	chr16	57892442	57901428
HUCCT1	USE_15506	2	0.6135	0.0	0.758	CNGB1	34	chr16	57889970	57895302
HUCCT1	USE_15925	3	0.6221	0.0	0.658	FOXL1	5	chr16	86584926	86586301
HUCCT1	USE_27332	4	0.6262	0.0	0.656	ADAMTS9	433	chr3	65031207	65040317
HUCCT1	USE_1755	5	0.6321	0.0	0.991	F3	71	chr1	94605419	94608257
HUCCT1	USE_24784	6	0.6332	0.0	1.302	BMP7	229	chr20	56987796	56989432
HUCCT1	USE_1791	7	0.6335	0.0	0.986	DPYD	151	chr1	97383660	97386196
HUCCT1	USE_1760	8	0.6339	0.0	1.026	SLC44A3	73	chr1	94783403	94784610
HUCCT1	USE_24629	9	0.6341	0.0	1.282	PARD6B	48	chr20	50690276	50701033
HUCCT1	USE_2077	10	0.6351	0.0	0.991	TSPAN2	61	chr1	115123445	115136245
HUCCT1	USE_1159	11	0.6354	0.0	0.918	PDZK1IP1	4	chr1	47189782	47192958
HUCCT1	USE_15942	12	0.636	0.0	0.673	C16orf95	201	chr16	86998464	86999880
HUCCT1	USE_15934	13	0.638	0.0	0.658	FOXL1	250	chr16	86824511	86836631
HUCCT1	USE_1754	14	0.638	0.0	0.991	F3	94	chr1	94599820	94659146
HUCCT1	USE_42939	15	0.6381	0.0	1.0	CDY1	31071	chrY	56674032	56715781
HUH7	USE_42835	1	0.5375	0.0	0.55	MAMLD1	167	chrX	150268967	150271326
HUH7	USE_19467	2	0.5668	0.0	1.134	CEBPA	23	chr19	33275714	33279127
HUH7	USE_18628	3	0.5745	0.0	0.975	ALPK2	108	chr18	58445499	58447029
HUH7	USE_18627	4	0.5783	0.0	0.887	ALPK2	142	chr18	58406891	58417751
HUH7	USE_15064	5	0.5804	0.0	0.931	ACSM5	1	chr16	20426238	20427606
HUH7	USE_15065	6	0.5811	0.0	0.88	ACSM2B	41	chr16	20596048	20599431
HUH7	USE_19331	7	0.5821	0.0	2.156	SLC25A42	10	chr19	19099112	19099425
HUH7	USE_20595	8	0.5845	0.0	0.814	APOB	27	chr2	21043289	21057150
HUH7	USE_4950	9	0.5847	0.0	0.986	PARD3	340	chr10	34120828	34122478
HUH7	USE_27482	10	0.5874	0.0	1.256	VGLL3	31	chr3	86962151	86969076
HUH7	USE_4447	11	0.5913	0.0	0.732	KLF6	56	chr10	3720362	3728122
HUH7	USE_28951	12	0.5922	0.0	1.275	PYDC2	30	chr3	191429979	191432369
HUH7	USE_3758	13	0.5924	0.0	0.986	PROX1	27	chr1	214027026	214052009
HUH7	USE_2791	14	0.5944	0.0	0.933	APOA2	1	chr1	161223230	161225480
HUH7	USE_17121	15	0.595	0.0	0.957	HLF	8	chr17	55284590	55287849
HUO9	USE_32652	1	0.504	0.0	1.273	ITK	2	chr5	157199374	157204304
HUO9	USE_6238	2	0.5091	0.0	0.649	INSYN2A	182	chr10	126977614	126989021
HUO9	USE_32999	3	0.5137	0.0	0.824	ADAMTS2	115	chr5	179342821	179345419
HUO9	USE_36981	4	0.5263	0.0	1.069	SEM1	186	chr7	96408368	96410429
HUO9	USE_7065	5	0.5307	0.0	1.182	MPEG1	38	chr11	59248445	59250394
HUO9	USE_18854	6	0.5315	0.0	0.632	PARD6G	9	chr18	80188420	80198134
HUO9	USE_14308	7	0.5395	0.0	0.983	ANKRD34C	71	chr15	79214283	79224654
HUO9	USE_40867	8	0.5422	0.0	1.215	TESK1	40	chr9	35566082	35568074
HUO9	USE_2394	9	0.5484	0.0	1.642	NBPF11	42	chr1	148168383	148170665
HUO9	USE_31122	10	0.5521	0.0	1.485	PDZD2	116	chr5	31753700	31763834
HUO9	USE_24789	11	0.5547	0.0	1.019	BMP7	94	chr20	57122224	57123702
HUO9	USE_36971	12	0.5574	0.0	1.104	DYNC1I1	56	chr7	95995759	95999571
HUO9	USE_42437	13	0.5577	0.0	1.113	FAM47B	409	chrX	35351847	35355236
HUO9	USE_12377	14	0.5601	0.0	1.824	DDHD1	289	chr14	53382816	53386922
HUO9	USE_8868	15	0.5611	0.0	1.23	LMO3	436	chr12	17015186	17017354
IGROV1	USE_7072	1	0.5138	0.0	1.145	OR10V1	19	chr11	59732220	59733703
IGROV1	USE_9277	2	0.57	0.0	1.042	SLC38A1	124	chr12	46100966	46102546
IGROV1	USE_39128	3	0.5706	0.0	1.017	TPD52	158	chr8	80290295	80292324
IGROV1	USE_10281	4	0.5831	0.0	1.055	C12orf75	171	chr12	105479796	105493793
IGROV1	USE_38985	5	0.5853	0.0	1.023	CPA6	240	chr8	67823509	67826255
IGROV1	USE_361	6	0.5855	0.0	1.06	TMEM51	156	chr1	15027694	15031487
IGROV1	USE_41240	7	0.5876	0.0	1.054	DAPK1	194	chr9	87407482	87408767
IGROV1	USE_10520	8	0.5922	0.0	1.035	NOS1	25	chr12	117349676	117361073
IGROV1	USE_12264	9	0.5947	0.0	0.976	FBXO33	460	chr14	39873420	39877171
IGROV1	USE_30538	10	0.5956	0.0	0.96	RXFP1	39	chr4	158512799	158535351
IGROV1	USE_38986	11	0.599	0.0	1.023	CPA6	244	chr8	67824393	67832533
IGROV1	USE_35436	12	0.5991	0.0	0.946	DACT2	20	chr6	168325836	168327058
IGROV1	USE_39923	13	0.6003	0.0	1.187	TRIB1	142	chr8	125576037	125577471
IGROV1	USE_28483	14	0.6015	0.0	0.908	MECOM	11	chr3	169379419	169390405
IGROV1	USE_35889	15	0.6018	0.0	1.06	NUP42	17	chr7	23205855	23212790
IMR32	USE_21146	1	0.4852	0.0	1.065	ASB3	513	chr2	53182252	53183769
IMR32	USE_20774	2	0.4912	0.0	3.446	ALK	95	chr2	29649292	29656521
IMR32	USE_20773	3	0.5151	0.0	3.446	ALK	56	chr2	29612520	29614808
IMR32	USE_20770	4	0.5349	0.0	3.446	ALK	23	chr2	29579551	29581260
IMR32	USE_21145	5	0.5546	0.0	1.065	ASB3	484	chr2	53177807	53245118
IMR32	USE_3533	6	0.5647	0.0	1.567	CNTN2	29	chr1	205030437	205032532
IMR32	USE_20772	7	0.5651	0.0	3.446	ALK	65	chr2	29612465	29633067
IMR32	USE_17791	8	0.5675	0.0	2.19	ENPP7	65	chr17	79670047	79671802
IMR32	USE_6165	9	0.5706	0.0	1.144	BUB3	190	chr10	123348083	123357904
IMR32	USE_29619	10	0.5774	0.0	1.122	TMEM33	73	chr4	41873403	41874695
IMR32	USE_24489	11	0.5783	0.0	0.985	EYA2	62	chr20	46978417	46979995
IMR32	USE_26419	12	0.5788	0.0	1.038	TAFA5	406	chr22	49066098	49088096
IMR32	USE_20768	13	0.5795	0.0	3.446	ALK	39	chr2	29517050	29518707
IMR32	USE_26421	14	0.5804	0.0	1.038	TAFA5	476	chr22	49140678	49151991
IMR32	USE_17789	15	0.5809	0.0	2.19	ENPP7	127	chr17	79608205	79610794
JHH7	USE_35423	1	0.476	0.0	1.088	AFDN	223	chr6	167675544	167677236
JHH7	USE_8473	2	0.4914	0.0	0.854	B3GAT1	532	chr11	134926865	134928426
JHH7	USE_11375	3	0.4959	0.0	1.05	PCDH9	1491	chr13	65273398	65276126
JHH7	USE_2981	4	0.5074	0.0	0.983	FMO2	38	chr1	171159545	171161720
JHH7	USE_5950	5	0.5088	0.0	1.188	TECTB	33	chr10	112260419	112261215
JHH7	USE_28291	6	0.5205	0.0	1.027	GPR171	2	chr3	151197274	151199349
JHH7	USE_8485	7	0.5237	0.0	1.046	SLC6A13	4	chr12	236307	237536
JHH7	USE_4543	8	0.5239	0.0	0.784	ITIH2	22	chr10	7700123	7708085
JHH7	USE_37232	9	0.5266	0.0	1.48	SLC26A3	4	chr7	107778497	107780679
JHH7	USE_5688	10	0.5358	0.0	1.056	CYP2C9	60	chr10	94901868	94905988
JHH7	USE_19467	11	0.5369	0.0	0.932	CEBPA	23	chr19	33275714	33279127
JHH7	USE_34278	12	0.5374	0.0	0.971	EYS	411	chr6	64300874	64302947
JHH7	USE_8472	13	0.5385	0.0	0.854	B3GAT1	533	chr11	134925298	134932178
JHH7	USE_1299	14	0.5407	0.0	1.118	C8A	24	chr1	56909804	56911509
JHH7	USE_24769	15	0.5419	0.0	1.471	FAM209A	0	chr20	56520185	56522220
JJN3	USE_13296	1	0.5537	0.0	0.788	TMEM121	218	chr14	105744807	105748765
JJN3	USE_13294	2	0.5654	0.0	0.788	TMEM121	211	chr14	105731198	105747835
JJN3	USE_13295	3	0.5663	0.0	0.788	TMEM121	215	chr14	105741624	105745333
JJN3	USE_5068	4	0.5727	0.0	0.689	TMEM72	26	chr10	44896442	44898597
JJN3	USE_13288	5	0.5749	0.0	0.788	TMEM121	54	chr14	105582730	105582931
JJN3	USE_13287	6	0.5793	0.0	0.788	TMEM121	55	chr14	105581472	105586257
JJN3	USE_12942	7	0.5876	0.0	0.72	TDP1	35	chr14	90034363	90036561
JJN3	USE_20529	8	0.5882	0.0	1.066	RAD51AP2	139	chr2	17373157	17376023
JJN3	USE_13285	9	0.5915	0.0	0.788	TMEM121	45	chr14	105558883	105589303
JJN3	USE_36595	10	0.5926	0.0	1.166	CALN1	223	chr7	72335714	72337819
JJN3	USE_20166	11	0.5955	0.0	0.936	TPO	77	chr2	1373857	1388616
JJN3	USE_35996	12	0.5955	0.0	1.481	TRIL	141	chr7	28812890	28816513
JJN3	USE_20530	13	0.5961	0.0	1.066	RAD51AP2	134	chr2	17373474	17387295
JJN3	USE_12752	14	0.5968	0.0	0.776	RGS6	228	chr14	72476239	72480271
JJN3	USE_12875	15	0.5974	0.0	0.699	DIO2	567	chr14	79724518	79726308
JMSU1	USE_38558	1	0.561	0.0	0.629	KCNU1	287	chr8	37142302	37153262
JMSU1	USE_385	2	0.5892	0.0	1.2	FAM131C	23	chr1	16087750	16089751
JMSU1	USE_4241	3	0.591	0.0	1.042	FMN2	151	chr1	240092416	240093734
JMSU1	USE_26531	4	0.6087	0.0	1.33	RAD18	19	chr3	8886214	8892637
JMSU1	USE_4240	5	0.614	0.0	1.042	FMN2	148	chr1	240085972	240107255
JMSU1	USE_4239	6	0.6148	0.0	1.042	FMN2	207	chr1	240029469	240044997
JMSU1	USE_21735	7	0.6156	0.0	1.614	KCNIP3	24	chr2	95315332	95318252
JMSU1	USE_41605	8	0.6203	0.0	1.21	MUSK	88	chr9	110638877	110660170
JMSU1	USE_3376	9	0.6214	0.0	1.024	NR5A2	62	chr1	200039198	200041703
JMSU1	USE_2309	10	0.6226	0.0	1.592	PPIAL4F	74	chr1	144516735	144520373
JMSU1	USE_4823	11	0.6227	0.0	1.029	MPP7	25	chr10	28216605	28219284
JMSU1	USE_31207	12	0.625	0.0	1.232	SPEF2	55	chr5	35770659	35772227
JMSU1	USE_858	13	0.6262	0.0	1.312	STK40	10	chr1	36351240	36353248
JMSU1	USE_1797	14	0.6286	0.0	1.313	DPYD	517	chr1	98053300	98055398
JMSU1	USE_36293	15	0.6302	0.0	0.63	IGFBP1	4	chr7	45873983	45898290
JURKAT	USE_2724	1	0.5707	0.0	1.078	OR10T2	0	chr1	158398478	158400924
JURKAT	USE_30909	2	0.5744	0.0	0.808	ADAMTS16	697	chr5	4531871	4533639
JURKAT	USE_27782	3	0.5828	0.0	0.989	IGSF11	877	chr3	118144405	118147672
JURKAT	USE_8155	4	0.585	0.0	1.039	CD3E	5	chr11	118304797	118305777
JURKAT	USE_24816	5	0.5893	0.0	1.143	PMEPA1	154	chr20	57829534	57839761
JURKAT	USE_26909	6	0.5914	0.0	1.043	XYLB	40	chr3	38420430	38427717
JURKAT	USE_2721	7	0.5915	0.0	1.088	CD1B	3	chr1	158329354	158336587
JURKAT	USE_27464	8	0.592	0.0	0.922	GBE1	1696	chr3	83320978	83323213
JURKAT	USE_40109	9	0.5924	0.0	1.199	GSDMC	351	chr8	129414649	129416400
JURKAT	USE_15320	10	0.5937	0.0	1.0	IGHV3OR16-17	1715	chr16	35559316	35561949
JURKAT	USE_2723	11	0.5937	0.0	1.078	OR10T2	3	chr1	158390000	158400902
JURKAT	USE_30777	12	0.5957	0.0	0.807	MTNR1A	47	chr4	186591109	186593652
JURKAT	USE_35129	13	0.5965	0.0	1.045	ULBP1	21	chr6	149990001	149990950
JURKAT	USE_23591	14	0.5968	0.0	0.929	NDUFA10	334	chr2	239622550	239626736
JURKAT	USE_13557	15	0.5971	0.0	1.072	RASGRP1	112	chr15	38638414	38639839
K562	USE_11764	1	0.5639	0.0	0.609	LIG4	329	chr13	107883268	107884425
K562	USE_11765	2	0.581	0.0	0.609	LIG4	299	chr13	107900578	107927224
K562	USE_20625	3	0.5839	0.0	0.98	MFSD2B	25	chr2	24009721	24012031
K562	USE_35712	4	0.588	0.0	0.972	NDUFA4	155	chr7	10779644	10780640
K562	USE_33323	5	0.5902	0.0	1.281	HIVEP1	155	chr6	11930729	11932232
K562	USE_13173	6	0.592	0.0	0.75	PPP2R5C	132	chr14	101710508	101714219
K562	USE_27590	7	0.5949	0.0	0.722	ZBTB11	27	chr3	101629507	101642378
K562	USE_35874	8	0.5954	0.0	1.04	IL6	22	chr7	22702731	22709903
K562	USE_37924	9	0.5971	0.0	1.281	ACTR3B	605	chr7	153412201	153413881
K562	USE_3628	10	0.5978	0.0	1.162	CR1	57	chr1	207625921	207627147
K562	USE_33691	11	0.6001	0.0	1.408	GPX5	85	chr6	28615407	28616781
K562	USE_34151	12	0.6009	0.0	1.233	RHAG	20	chr6	49635386	49647923
K562	USE_8948	13	0.6022	0.0	0.915	BCAT1	183	chr12	24695718	24697058
K562	USE_39225	14	0.6025	0.0	1.082	CALB1	115	chr8	90187252	90198236
K562	USE_39500	15	0.6032	0.0	1.005	ZFPM2	166	chr8	105363570	105365053
KARPAS299	USE_11036	1	0.5644	0.0	1.075	KL	44	chr13	33085003	33086204
KARPAS299	USE_38059	2	0.5842	0.0	1.068	KBTBD11	11	chr8	2001066	2003456
KARPAS299	USE_34906	3	0.5858	0.0	1.058	MAP3K5	79	chr6	136594547	136596289
KARPAS299	USE_33199	4	0.5868	0.0	1.482	NRN1	87	chr6	6088086	6092629
KARPAS299	USE_4216	5	0.5897	0.0	1.05	RYR2	166	chr1	237270438	237272242
KARPAS299	USE_34905	6	0.5952	0.0	1.058	MAP3K5	74	chr6	136594224	136605744
KARPAS299	USE_40372	7	0.5984	0.0	1.441	PTP4A3	128	chr8	141539996	141541278
KARPAS299	USE_30921	8	0.5992	0.0	1.021	MED10	154	chr5	6220190	6222085
